nr|nederlands|frans|engels
|Worthing ligt in Sussex. Een soort badplaats.|C’est une plage dans le Sussex.|Worthing is a place in Sussex. It is a seaside resort.
|En waar vond deze edelmoedige heer die een eerste&shy;klas&shy;kaartje voor een badplaats bezat u?|Et où le charitable gentilhomme vous a-t-il trouvé?|Where did the charitable gentleman who had a first-class ticket for this seaside resort find you?
|In een handtas.|Dans un cabas.|In a hand-bag.
|Een handtas?|Un cabas?|A hand-bag?
|Ja, Lady Bracknell. Een handtas.|Oui, Lady Bracknell. J’étais dans un cabas|Yes, Lady Bracknell. I was in a hand-bag
|Een tamelijk grote, bruin leren handtas, met hengsels eraan-|un grand cabas de cuir brun, avec des poignées.|A somewhat large, black leather hand-bag, with handles to it --
|kortom, een doodgewone handtas.|Un cabas très ordinaire en fait.|an ordinary hand-bag in fact.
|Wat was de geografische ligging van de plaats waar deze Mr. Cardew|Et en quel lieu M. James, ou Thomas, Cardew|In what locality did this Mr. James, or Thomas Cardew
|plotseling oog in oog stond met zo’n doodgewone handtas?|rencontra-t-il ce cabas très ordinaire?|come across this ordinary hand-bag?
|In het bagagedepot van Victoria Station.|A la consigne de la gare de Victoria.|In the cloak-room at Victoria Station.
|Het is hem gegeven in de plaats van zijn eigen tas.|On le lui a donné par erreur à la place du sien.|It was given to him in mistake for his own.
|Het bagagedepot van het Victoria Station?|La consigne de la gare de Victoria?|The cloak-room at Victoria Station?
|Jawel. Op het perron voor Brighton.|Oui. Ligne de Brighton.|Yes. The Brighton line.
|Het perron doet er niet toe, Mr Worthing.|La ligne n’est pas la question.|The line is immaterial.
|Ik moet u bekennen dat het me nogal heeft aan&shy;gegrepen wat u zojuist vertelde.|M. Worthing, je dois dire que je me sens plutôt perplexe.|Mr. Worthing, I confess I feel somewhat bewildered by what you have just told me.
|Om geboren, of in elk geval groot&shy;gebracht te worden in een handtas,|Être né, ou engendré, dans un cabas,|To be born, or at any rate bred, in a hand-bag,
|of die nu hengsels heeft of niet, komt me voor als een zodanige blijk van minachting|qu’il ait des poignées ou non, me semble relever|whether it had handles or not, seems to me to display a contempt
|voor de normale welvoeglijkheid van het gezinsleven|d’un total mépris des traditions familiales.|for the ordinary decencies of family life that
|dat het herinneringen oproept aan de ergste excessen van de Franse Revolutie.|Cela rappelle les pires excès de la Révolution Française|reminds one of the worst excesses of the French Revolution.
|U weet, neem ik aan, waartoe die ongelukkige beweging heeft geleid.|et je pense que vous savez à quoi ce malheureux événement nous a conduits.|And I presume you know what that unfortunate movement led to?
|Wat de exacte geografische ligging van de handtas betreft|Quant au lieu précis où le cabas fut trouvé,|As for the particular locality in which the hand-bag was found,
| – een bagagedepot op een spoorweg&shy;station mag dan nuttig zijn|la consigne d’une gare a pu servir|a cloak room at a railway station might serve
| om er een maatschappelijke onvoorzichtigheid te deponeren –|à dissimuler quelque secret de famille,|to conceal a social indiscretion --
| en zal ook vaak voor dat doel zijn gebruikt –|et probablement a déjà été utilisé pour ce genre de choses.|has probably, indeed, been used for that purpose before now --
|maar kan nauwelijks gelden als een gezonde basis|mais cela peut difficilement être regardé comme une base crédible|but it could hardly be regarded as an assured basis
| voor een positie in de hogere kringen.|pour obtenir une position dans la bonne société.|for a recognised position in good society.
|Wat zou u me aanraden te doen?|Puis-je vous demander ce que vous me conseillez de faire?|May I ask you then what you would advise me to do?
|Ik hoef nauwelijks te benadrukken dat ik alles in het werk wil stellen|J’ai à peine besoin de dire que je ferais n’importe quoi|I need hardly say I would do anything in the world
|om Gwendolen geluk te verzekeren.|pour assurer le bonheur de Gwendolen.|to ensure Gwendolen's happiness.
|Ik zou u tensterkste aanraden, Mr Worthing, om zo snel mogelijk|M. Worthing, je vous conseille vivement d’essayer|I would strongly advise you, Mr. Worthing, to try and acquire
|voor familie te zorgen|de trouver des parents aussi tôt que possible,|some relations as soon as possible,
|en met minstens een van uw ouders op de proppen te komen,|de faire un effort pour montrer au moins un parent,|and to make a definite effort to produce at any rate one parent,
|van welk geslacht dan ook, voor het seizoen voorbij is.|quelque soit son sexe, avant la fin de la saison.|of either sex, before the season is quite over.
|Ik zie niet in hoe ik dat voor elkaar krijg.|Eh bien, je ne vois pas comment je pourrais arranger ça.|Well, I don't see how I could possibly manage to do that.
|Ik kan elk moment de handtas voorleggen.|Mais je peux montrer le cabas quand on voudra.|I can produce the hand-bag at any moment.
|Ik heb hem thuis, in mijn kleedkamer.|Il est chez moi dans ma garde-robe.|It is in my dressing room at home.
|Ik vind dat u daarmee tevreden moet zijn, Lady Bracknell.|Il me semble vraiment que ça pourrait vous satisfaire, Lady Bracknell.|I really think that should satisfy you, Lady Bracknell.
|Ik, meneer? Wat moet ik daarmee?|Moi, monsieur! Me satisfaire?|Me, sir! What has it to do with me?
|U denkt toch niet dat ik en Lord Bracknell er ooit over zouden dromen|Vous n’imaginez tout de même pas que moi et Lord Bracknell permettrions|You can hardly imagine that I and Lord Bracknell would dream
|onze enige dochter – een meisje dat met de grootste zorgvuldigheid is opgevoed -|à notre fille unique, une jeune personne élevée avec le plus grand soin,|of allowing our only daughter -- a girl brought up with the utmost care --
|bij een bagagedepot te laten introuwen|de se marier dans une consigne|to marry into a cloak-room,
|en een verbintenis te laten aangaan met een postpakket!|et de s’allier avec un colis.|and form an alliance with a parcel?
|Goedendag, Mr. Worthing!|Adieu, M. Worthing!|Good morning, Mr. Worthing!
|Goedendag!|Adieu, Lady Bracknell.|Good morning!
|Hou in godsnaam op met dat akelige deuntje, Algy!|Algy, espèce d’idiot, arrête de jouer cette satanée musique.|For goodness' sake don't play that ghastly tune, Algy.
|Ging er iets mis, ouwe jongen?|Alors mon vieux, ça n’a pas marché?|Didn't it go off all right, old boy?
|Heeft Gwendolen nee gezegd?|Ne me dis pas que Gwendolen a refusé.|You don't mean to say Gwendolen refused you?
|Ze zegt altijd nee tegen mensen. Ik weet dat ze dat soms doet.|Je sais qu’elle est comme ça, toujours à refuser les gens.| I know it is a way she has. She is always refusing people.
|Het is zeer gemeen van haar.|C’est maladif.|I think it is most ill-natured of her.
|Met Gwendolen is er geen wolkje aan de lucht.|Oh, ce n’est pas Gwendolen le problème.|Oh, Gwendolen is as right as a trivet.
|Wat haar betreft zijn we reeds verloofd.|En ce qui la concerne nous sommes fiancés.|As far as she is concerned, we are engaged.
|Maar haar moeder is onuitstaanbaar.|Mais sa mère est parfaitement insupportable.|Her mother is perfectly unbearable.
|Nooit zo’n Gorgoon ontmoet ...|Jamais rencontré une pareille… Gorgone.|Never met such a Gorgon...
|Ik weet niet hoe een Gorgoon er uitziet,|Je ne sais pas vraiment à quoi ressemble une Gorgone|I don't really know what a Gorgon is like,
|maar Lady Bracknell is er een.|mais je suis sûr que Lady Bracknell en est une.|but I am quite sure that Lady Bracknell is one.
|Een monster dat buiten de mythologie is getreden, wat ik nogal oneerlijk vind.|En tous cas, c’est un monstre sans être un mythe ce qui est déloyal…|In any case, she is a monster, without being a myth, which is rather unfair.
|Sorry, Algy, ik zou niet zo over je tante mogen spreken|Pardonne-moi, Algy, je suppose que je ne devrais pas parler|I beg your pardon, Algy, I suppose I shouldn't talk about your own aunt
|in jouw aanwezigheid.|comme ça de ta tante devant toi.|in that way before you.
|Ik vind het verrukkelijk als ik mijn familie hoor beledigen.|Mon petit vieux, j’adore entendre dire du mal de la famille.|My dear boy, I love hearing my relations abused.
|Het is het enige dat er voor zorgt dat ik ze nog kan uitstaan.|C’est la seule chose qui me permet de la supporter.|It is the only thing that makes me put up with them at all.
|Familie, dat is enkel een vervelend allegaartje|La famille c’est tout simplement un ennuyeux amas de gens|Relations are simply a tedious pack of people,
|dat niet het minste idee heeft over hoe te leven en wanneer te sterven.|qui ne savent pas le moins du monde comment vivre… ni quand mourir.|who haven't got the remotest knowledge of how to live, nor the smallest instinct about when to die.
|Dat is onzin!|C’est absurde.|Oh, that is nonsense!
|Dat is het niet!|Mais non!|It isn't!
|Ik wil daar nu niet over redetwisten.|Eh bien, je ne veux pas discuter de ça.|Well, I won't argue about the matter.
|Jij wilt altijd over alles redetwisten.|Tu veux toujours discuter, discuter sur des trucs.|You always want to argue about things.
|Dat is ook precies waarvoor het allemaal geschapen is.|Les trucs sont justement faits pour ça.|That is exactly what things were originally made for.
|Als ik dat geloofde, zou ik me voor mijn kop schieten.|Ma parole, si je pensais à ça, je me tirerais une balle dans la tête…|Upon my word, if I thought that, I'd shoot myself...
|||
|Denk je, Algy, dat Gwendolen op haar moeder zal beginnen lijken,|Dis Algy, tu ne crois pas que Gwendolen pourrait|You don't think there is any chance of Gwendolen becoming like her mother
|binnen pakweg honderdvijftig jaar|devenir comme sa mère dans un centaine d'années?|in about a hundred and fifty years, do you, Algy?
|Alle vrouwen gaan op hun moeder lijken. Dat is hun tragedie.|Toutes les femmes deviennent comme leur mère. C’est leur tragédie.|All women become like their mothers. That is their tragedy.
|Mannen nooit. Dat is de hunne.|Et aucun homme. C’est la leur.|No man does. That's his.
|Is dat geestig?|Et tu te crois intelligent?|Is that clever?
|Het is voortreffelijk verwoord!|En tout cas, c’est bien trouvé!|It is perfectly phrased!
|En even waar als elke observatie in de beschaafde wereld kan zijn.|Et aussi vrai que n’importe quelle remarque sur notre belle civilisation.|and quite as true as any observation in civilised life should be.
|Ik word doodziek van al die geestigheid. Iedereen is tegenwoordig geestig.|Je suis fatigué à mourir, de l’intelligence. Tout le monde est intelligent aujourd’hui.|I am sick to death of cleverness. Everybody is clever nowadays.
|Het is absoluut epidemisch geworden.|Tu ne peux aller nulle part sans rencontrer des gens intelligents.|You can't go anywhere without meeting clever people.
|Een publieke plaag.|C’est devenu une calamité publique.|The thing has become an absolute public nuisance.
|Ik wou echt dat we nog een paar dwazen over hadden.|Pourvu qu’il nous reste quelques idiots!|I wish to goodness we had a few fools left.
|Die hebben we ook.|Il en reste.|We have.
|Ik zou die heel graag ontmoeten. Waar spreken die over?|J’aimerais beaucoup en rencontrer. De quoi parlent-ils?|I should extremely like to meet them. What do they talk about?
|De dwazen? Oh! Over de geestige mensen, natuurlijk.|Les idiots? Des gens intelligents, naturellement.|The fools? Oh! about the clever people, of course.
|Wat een dwazen!|Quels idiots!|What fools!
|Heb jij Gwendolen overigens naar waarheid verteld|Au fait, as-tu dit la vérité à Gwendolen?|By the way, did you tell Gwendolen the truth about your being
|dat je Ernst bent in London en buiten Jack?|Que tu étais Constant en ville et Jack à la campagne?|Ernest in town, and Jack in the country?
|Beste kerel, de waarheid is niet bepaald iets wat je een aardig en welopgevoed meisje vertelt.|Mon vieux, la vérité n’est pas du tout la chose à dire à une jeune femme jolie et raffinée.|My dear fellow, the truth isn't quite the sort of thing one tells to a nice, sweet, refined girl.
|Jij hebt zonderlinge ideeën hoe je je tegenover een vrouw behoort te gedragen.|Quelles drôles d’idées tu as sur la manière de se conduire avec les femmes!|What extraordinary ideas you have about the way to behave to a woman!
|De enige manier om je tegen een vrouw te gedragen is met haar naar bed te gaan|La seule façon de se conduire avec une femme est de lui faire l’amour,|The only way to behave to a woman is to make love to her,
|als ze mooi is, en met iemand anders als ze lelijk is.|si elle est jolie, et de le faire à une autre si elle est laide.|if she is pretty, and to some one else, if she is plain.
|O, dat is onzin.|Encore une absurdité!|Oh, that is nonsense.
|En wat met je broer? Wat zal er gebeuren met je losbandige broer?|Et que devient ton frère? Que devient Constant le débauché?|What about your brother? What about the profligate Ernest?
|Voor het eind van de week zal ik me van hem hebben ontdaan.|Oh, d’ici la fin de la semaine j’en aurai fini avec lui.|Oh, before the end of the week I shall have got rid of him.
|Ik zal zeggen dat hij is gestorven van een beroerte.|Je vais dire qu’il est mort à Paris, d’une apoplexie.|I'll say he died in Paris of apoplexy.
|Er sterven toch massa’s mensen plotseling aan een beroerte?|Des tas de gens meurent d’une apoplexie, comme ça, tout à coup, non?|Lots of people die of apoplexy, quite suddenly, don't they?
|Ja, maar het is erfelijk, mijn beste kerel. Het is een van die dingen die in de familie zit.|Oui, mais c’est héréditaire, mon vieux. Que va penser Gwendolen?|Yes, but it's hereditary, my dear fellow. It's a sort of thing that runs in families.
|Zeg dat het een zware verkoudheid was. Dat klinkt beter.|Tu ferais mieux de dire un terrible coup de froid.|You had much better say a severe chill.
|Je weet zeker dat zware verkoudheden niet erfelijk zijn?|Tu es sûr qu’un terrible coup de froid n’est pas héréditaire ou quelque chose comme ça?|You are sure a severe chill isn't hereditary, or anything of that kind?
|Natuurlijk niet!|Sûr!|Of course it isn't!
|Goed dan. Dat is geregeld. Mijn arme broer Ernst wordt plots geveld, in Parijs,|Très bien. Alors mon pauvre frère Constant a été emporté soudainement, à Paris,|Very well, then. My poor brother Ernest to carried off suddenly, in Paris,
|door een zware verkoudheid. Zo krijg ik hem wel weg.|par un terrible coup de froid. Ça me débarrasse de lui.|by a severe chill. That gets rid of him.
|Maar je zei dat ... Miss Cardew wat al te geïnteresseerd was|Mais je croyais que tu avais dit que… Miss Cardew s’intéressait un peu trop|But I thought you said that... Miss Cardew was a little too much interested
|in je arme broer Ernst. Zal zijn verlies haar niet erg aangrijpen?|à ton pauvre frère Constant? Ne va-t-elle pas ressentir durement sa perte?|in your poor brother Ernest? Won't she feel his loss a good deal?
|Oh, dat valt wel mee. Cecily is geen onnozel, romantisch kind.|Pas de problème. Cecily n’est pas une de ces pimbêches romantiques,|Oh, that is all right. Cecily is not a silly romantic girl,
|Gelukkig maar. Ze bezit een reusachtige eetlust,|je suis heureux de le dire. Elle a un excellent appétit,|I am glad to say. She has got a capital appetite,
|wandelt veel en let onder haar lessen nooit op.|fait de longues promenades et ne s’intéresse pas du tout à ses études.|goes long walks, and pays no attention at all to her lessons.
|Ik zou die Cecily best eens willen zien.|J’aimerais bien voir Cecily.|I would rather like to see Cecily.
|Ik zal er nauwgezet acht op slaan dat zoiets nooit gebeurt.|Je veillerai à ce que ça ne se produise pas.|I will take very good care you never do.
|Ze is toevallig erg mooi, en ze is pas achttien.|Elle est extrêmement jolie et a tout juste dixhuit ans.|She is excessively pretty, and she is only just eighteen.
|Heb je Gwendolen al wel verteld dat je een erg mooie pupil hebt|As-tu dit à Gwendolen que tu avais une pupille extrêmement jolie|Have you told Gwendolen yet that you have an excessively pretty ward
|die pas achttien is?|qui a tout juste dix-huit ans?|who is only just eighteen?
|Een mens flapt er toch niet meteen alles uit.|On n’envoie pas ça comme ça à la figure des gens.|Oh! one doesn't blurt these things out to people.
|Cecily en Gwendolen zullen zeker geweldig goede vriendinnen worden.|Je suis parfaitement certain que Cecily et Gwendolen vont devenir de grandes amies.|Cecily and Gwendolen are perfectly certain to be extremely great friends.
|Ik verwed er alles om dat ze mekaar nog zussen noemen|Je parierais n’importe quoi qu’au bout d’une demi-heure|I'll bet you anything you like that half an hour after they have met,
|binnen een half uur dat ze mekaar ontmoet hebben.|elles vont s’appeler « ma chérie ».|they will be calling each other sister.
|Vrouwen doen zoiets alleen nadat ze mekaar eerst een heleboel andere zaken hebben genoemd.|Les femmes ne font ça qu’après s’être appelées d’un tas d’autres noms.|Women only do that when they have called each other a lot of other things first.
|Welaan, beste jongen, als we bij Willis nog een goeie tafel willen krijgen,|Maintenant, mon vieux, si nous voulons avoir une bonne table au Willis’s,|Now, my dear boy, if we want to get a good table at Willis's
|moeten we ons hoognodig gaan kleden. Het is al bij zevenen.|il faut aller s’habiller. Tu as vu? Il est presque sept heures.|we really must go and dress. Do you know it is nearly seven?
|Het is altijd bijna zeven.|Oh! Il est toujours presque sept heures avec toi.|It always is nearly seven.
|Ik heb honger.|Eh oui, j’ai faim.|Well, I'm hungry.
|Ik heb je nooit meegemaakt zonder honger.|Tu as toujours faim.|I never knew you when you weren't...
|Wat zullen we na het eten doen? Naar de schouwburg?|Que ferons-nous après dîner? Aller au théâtre?|What shall we do after dinner? Go to a theatre?
|O nee! Ik heb een afkeer aan luisteren.|Je déteste écouter.|Oh no! I loathe listening.
|Naar de club dan maar?|Eh bien, allons au Club?|Well, let us go to the Club?
|O nee! Ik haat praten.|J’ai horreur de parler.|Oh, no! I hate talking.
|Laat ons dan naar The Empire gaan rond 10. //|Bon, nous pourrions faire un saut jusqu’à l’Empire à dix heures.|Well, we might trot round to the Empire at ten?
|Naar de dansende meisjes kijken, neen dankje. //|Oh non! Je ne supporte pas de regarder des femmes se tortiller, c’est stupide.|Oh, no! I can't bear looking at things. It is so silly.
|Wat stel je dan voor?|Alors, qu’est-ce qu’on va faire?|Well, what shall we do?
|Niets.|Rien!|Nothing!
|Niets doen is verschrikkelijk zwaar werk.|C’est un dur travail que de ne rien faire.|It is awfully hard work doing nothing.
|Nu vind ik zwaar werk niet erg, als het maar geen bepaald doel heeft ...|Mais un dur travail ne me gêne pas du moment que ça n’engage à rien de précis.|However, I don't mind hard work where there is no definite object of any kind.
|Miss Fairfax.|Miss Fairfax.|Miss Fairfax.
|Oh god, Gwendolen!|Ma parole, c’est Gwendolen!|Gwendolen, upon my word!
|Algy, draai je alsjeblieft even om.|Algy, retourne-toi s’il te plait.|Algy, kindly turn your back.
|Ik heb Mr. Worthing iets zeer persoonlijk mede te delen.|J’ai quelque chose de confidentiel à dire à M. Worthing.|I have something very particular to say to Mr. Worthing.
|Echt Gwendolen. Ik denk niet dat ik dit kan toestaan.|Vraiment, Gwendolen, je ne sais pas si je peux permettre ça.|Really, Gwendolen, I don't think I can allow this at all.
|Algy, je neemt altijd een zeer strikte moraal aan in het leven.|Algy, tu as toujours fait preuve d’une attitude parfaitement immorale.|Algy, you always adopt a strictly immoral attitude towards life.
|Je bent daar nog niet echt oud genoeg voor.|D’ailleurs tu es bien trop jeune pour jouer les chaperons.|You are not quite old enough to do that.
|Mijn lieveling!|Ma chérie.|My own darling!
|Ernst, misschien zullen we nooit trouwen.|Constant, nous ne nous marierons peut-être jamais.|Ernest, we may never be married.
|Als ik de uitdrukking  op mama’s gezicht zie vrees ik het ergste.|Quand je vois la tête de maman…|From the expression on mamma's face I fear we never shall.
|Er zijn maar weinig ouders meer die aandacht schenken aan wat hun kinderen zeggen.|Peu de parents de nos jours écoutent leurs enfants.|Few parents nowadays pay any regard to what their children say to them.
|Het ouderwetse respect voor de jeugd is bijna uitgestorven.|L’ancien respect pour la jeunesse disparait rapidement.|The old- fashioned respect for the young is fast dying out.
|Alle invloed die ik op mama had heb ik verloren toen ik drie was.|Même si j’ai eu de l’influence sur maman, je l’ai perdue à l’âge de trois ans.|Whatever influence I ever had over mamma, I lost at the age of three.
|Maar al zullen wij nooit trouwen,|Pourtant, même si elle nous empêche de devenir mari et femme,|But although she may prevent us from becoming man and wife,
|en zal ik misschien met een ander trouwen, en dikwijls trouwen,|même si je dois épouser quelqu’un d’autre, et peutêtre plusieurs fois,|and I may marry some one else, and marry often,
|niets kan verandering brengen in mijn eeuwige toewijding aan jou.|rien de tout ce qu’elle pourra faire ne m’empêchera de t’aimer pour l’éternité.|nothing that she can possibly do can alter my eternal devotion to you.
|Mijn allerliefste Gwendolen!|Gwendolen, ma chérie!|Dear Gwendolen!
|Het verhaal van je romantische afkomst, dat mama me heeft verteld|Maman m’a raconté avec des commentaires déplaisants, l’histoire romanesque|The story of your romantic origin, as related to me by mamma,
|met een keur van onplezierige commentaar, heeft mij diep geroerd.|de tes origines. J’en ai été émue jusqu’au plus profond de moi-même.|with unpleasing comments, has naturally stirred the deeper fibres of my nature.
|Je voornaam oefent een onweerstaanbare aantrekkingskracht uit.|Ton nom, Constant, me fascine irrésistiblement.|Your Christian name has an irresistible fascination.
|De eenvoud van je karakter maakt je tot een verrukkelijk raadsel.|La simplicité de ton caractère te rend délicieu&shy;sement incom&shy;préhensible à mes yeux.|The simplicity of your character makes you exquisitely incomprehensible to me.
|Jouw adres in de Albany heb ik al.|J’ai ton adresse à Albany|Your town address at the Albany I have.
|Wat is je adres buiten de stad?|quelle est ton adresse à la campagne?|What is your address in the country?
|Manor House, Woolton, Hertfordshire.|Le Manoir, Woolton, Hertfordshire.|The Manor House, Woolton, Hertfordshire.
|Er is een goede postdienst, neem ik aan?|La Poste fonctionne bien, j’espère|There is a good postal service, I suppose?
|Het kan onvermijdelijk zijn dat ik iets wanhopigs doe.|Nous devrons peut-être faire quelque chose de désespéré.|It may be necessary to do something desperate.
|Alleen na ernstig en rijp beraad, natuurlijk.|Il faut y penser.|That of course will require serious consideration.
|Ik zal dagelijks met je communiceren.|Je t’écrirai tous les jours.|I will communicate with you daily.
|Mijn liefste!|Ma chérie à moi!|My own one!
|Hoelang blijf je nog in de stad?|Tu restes en ville?|How long do you remain in town?
|Tot maandag.|Jusqu’à lundi.|Till Monday.
|Goed! Algy, je kunt je weer omdraaien.|Bon. Algy, tu peux te retourner.|Good! Algy, you may turn round now.
|Dank je, dat had ik al gedaan.|Merci mais je m’étais déjà retourné.|Thanks, I've turned round already.
|Je mag ook de bel luiden.|Tu peux aussi sonner.|You may also ring the bell.
|Ik mag je toch naar je rijtuig brengen, mijn liefste?|Je peux t’accompagner jusqu’à ta voiture, ma chérie?|You will let me see you to your carriage, my own darling?
|Natuurlijk.|Bien sûr.|Certainly.
|Ik laat Miss Fairfax uit.|J’accompagne Miss Fairfax!|I will see Miss Fairfax out.
|Zeker, meneer.|Bien, monsieur.|Yes, sir.
|Een glas sherry, Lane.|Un verre de sherry, Lane.|A glass of sherry, Lane.
|Zeker, meneer.|Oui, monsieur.|Yes, sir.
|Morgen, Lane, ga ik bunburiën.|Demain, Lane, je vais Bunburiser.|Tomorrow, Lane, I'm going Bunburying.
|Zeker, meneer.|Oui, monsieur.|Yes, sir.
|Waarschijnlijk ben ik niet voor maandag terug.|Je ne reviendrai probablement pas avant lundi.|I shall probably not be back till Monday.
|Je kunt mijn avondkleding inpakken, mijn smoking, en al de Bunburry-kostuums.|Vous pouvez préparer mon smoking et tout ce qu’il faut pour Bunburiser.|You can put up my dress clothes, my smoking jacket, and all the Bunbury suits...
|Zeker, meneer.|Oui, monsieur.|Yes, sir.
|Ik hoop dat het morgen mooi weer is, Lane.|J’espère que nous aurons une belle journée demain, Lane.|I hope tomorrow will be a fine day, Lane.
|Dat is het nooit, meneer.|Ça n’arrive jamais, monsieur.|It never is, sir.
|Lane, je bent een verstokte pessimist.|Vous être un parfait pessimiste.|Lane, you're a perfect pessimist.
|Ik doe mijn best u tevreden te stellen, meneer.|Je fais de mon mieux pour donner satisfaction, monsieur.|I do my best to give satisfaction, sir.
|Dat is pas een verstandig meisje!|Quelle jeune fille raisonnable, et intelligente!|There's a sensible, intellectual girl!
|Het enige meisje om wie ik ooit heb gegeven.|La seule qui m’ait intéressé de toute ma vie.|the only girl I ever cared for in my life.
|Waar heb jij zo’n plezier om?|Qu’est qui te fait rire comme ça?|What on earth are you so amused at?
|O, ik maak me ongerust over de arme Bunbury, meer niet.|Oh, je suis un peu inquiet pour ce pauvre Bunbury.|Oh, I'm a little anxious about poor Bunbury, that in all.
|Als je niet oppast brengt die Bunbury van jou|Fais attention, ton ami Bunbury pourrait bien t’attirer|If you don't take care, your friend Bunbury will get you
|je nog eens in een netelige parket.|de sérieux ennuis un de ces jours.|into a serious scrape some day.
|Ik hou van netelige parketten.|J’adore les ennuis.|I love scrapes.
|Die zijn tenminste nooit serieus.|Ce sont les seules choses qui ne m’ennuient pas.|They are the only things that are never serious.
|Dat is onzin, Algy. Je praat echt alleen maar onzin.|Encore une absurdité, Algy. Tu ne sais dire que ça.|Oh, that's nonsense, Algy. You never talk anything but nonsense.
|||
|Wie niet?|C’est absurde!|Nobody ever does.
|||
|AKT|AKT|AKT
|||
|Cecily, Cecily! Zo’n utilitaire bezigheid| Cecily, Cecily ! Une occupation aussi terre-à-terre que l’arrosage des fleurs|Cecily, Cecily!  Surely such a utilitarian occupation
|als het begieten van bloemen is eerder het werk van de tuinman dan het jouwe.|est plutôt la fonction de Moulton que la vôtre, non?|as the watering of flowers is rather Moulton’s duty than yours?
|Vooral nu zoveel intellectuele genoegens op je wachten.| Surtout au moment où le plaisir intellectuel vous attend.|Especially at a moment when intellectual pleasures await you.
|Je Duitse grammatica ligt op tafel.|Votre grammaire allemande est sur la table.|Your German grammar is on the table.
|Wees zo goed en sla bladzijde vijftien op.| S’il vous plait, ouvrez-la page quinze.|Pray open it at page fifteen.
|We zullen de les van gisteren herhalen.|Nous allons reprendre la leçon d’hier.|We will repeat yesterday’s lesson.
|Maar ik hou niet van Duits.| Mais je n’aime pas l’allemand.|But I don’t like German.
|Die taal staat me niet.|C’est une langue qui ne me va pas|It isn’t at all a becoming language.
|Ik heb altijd het gevoel dat ik er na mijn Duitse les heel lelijk uitzie.| et je sais bien qu’après la leçon je serai tout à fait laide.|I know perfectly well that I look quite plain after my German lesson.
|Kind, je weet hoeveel je voogd eraan gelegen is dat je je op allerlei terreinen ontwikkelt.| Mon enfant, vous savez à quel point votre tuteur est désireux de vous voir progresser.|Child, you know how anxious your guardian is that you should improve yourself in every way.
|Hij heeft, toen hij gisteren naar de stad ging speciaal de nadruk gelegd op je Duits.|Il a mis spécialement l’accent sur l’allemand en partant hier pour la ville.|He laid particular stress on your German, as he was leaving for town yesterday.
|Als hij naar de stad gaat, legt hij altijd de nadruk op je Duits.| A vrai dire, il insiste toujours sur l’allemand quand il va en ville.|Indeed, he always lays stress on your German when he is leaving for town.
|Die beste oom Jack is zo ernstig!| Ce cher oncle Jack est tellement sérieux !|Dear Uncle Jack is so very serious!
|Soms is hij zo ernstig dat ik bang ben dat hij zich niet goed voelt.| Parfois il est si sérieux que je me demande s’il n’est pas malade.|Sometimes he is so serious that I think he cannot be quite well.
|Je voogd geniet een uitstekende gezondheid,|Votre tuteur jouit d’une excellente santé|Your guardian enjoys the best of health,
|en zo’n waardig gedrag valt juist te prijzen in iemand die nog zo jong is.| et la gravité de son maintien est très louable pour quelqu'un d'aussi jeune,|and his gravity of demeanour is especially to be commended in one so comparatively young as he is.
|Ik ken niemand met een groter besef van plicht en verantwoordelijkheid.| je ne connais personne qui ait un tel sens du devoir et de la responsabilité.|I know no one who has a higher sense of duty and responsibility.
|Daarom ziet hij er zeker vaak zo verveeld uit, als wij met ons drieën zijn.| C’est peut-être pour ça qu’il semble s’ennuyer quand nous sommes tous les trois.|I suppose that is why he often looks a little bored when we three are together.
|Cecily! Je verbaast me.| Cecily ! Vous me surprenez.|Cecily!  I am surprised at you.
| Mr. Worthing heeft een leven vol zorgen.| M. Worthing a bien des problèmes.|Mr. Worthing has many troubles in his life.
|Ijdele scherts en oppervlakkigheid zouden in zijn conversatie niet passen.|Une gaité immodérée est hors de question pour lui.|Idle merriment and triviality would be out of place in his conversation.
|Denk maar eens aan zijn voortdurende ongerustheid| Et rappelez-vous ses perpétuelles inquiétudes|You must remember his constant anxiety
|over die betreurenswaardige jongeman, die broer van hem.|au sujet de son malheureux frère cadet.|about that unfortunate young man his brother.
|Liet oom Jack die betreurenswaardige jongeman, die broer van hem| J’aimerais bien qu’oncle Jack permette à ce terrible frère|I wish Uncle Jack would allow that unfortunate young man, his brother,
|maar eens hier komen.| de venir ici quelquefois.|to come down here sometimes.
|Misschien konden we dan een goeie invloed op hem uitoefenen, Miss Prism.| Nous pourrions avoir une bonne influence sur lui, Miss Prism.|We might have a good influence over him, Miss Prism,
|U zou dat zeker kunnen.| Je suis sûre que vous en aurez une!|I am sure you certainly would.
|U kent Duits, en geologie,| Vous qui connaissez l’allemand, et la géologie,|You know German, and geology,
|en die dingen hebben heel veel invloed op een man.|et des choses de ce genre qui impressionnent beaucoup un homme.|and things of that kind influence a man very much.
|Ik denk niet dat zelfs ik iets zou kunnen verbeteren aan een karakter| Je ne crois pas que je puisse produire le moindre effet|I do not think that even I could produce any effect on a character
|dat volgens zijn eigen broer|sur un personnage qui, de l’avis de son propre frère,|that according to his own brother’s admission
|zo onherstelbaar zwak en wankelmoedig is.|est irrémédiablement faible et irrésolu.|is irretrievably weak and vacillating.
